进水氨氮,出水氨氮,进水总氮,出水总氮,进水流量,出水流量,进水COD,出水COD,进水水温,出水水温,好氧池氨氮,好氧池硝氮,好氧池-MLSS,好氧池进水DO,好氧池出水DO
33.49470482862231,41.66503549336884,1107.1323,285.91479212152956,27.563621143040102,0.1979,5.9591,6312.2715,0.5229,2.1949,2.4945,4.0472,5787.7812,0.2555,3.2419
32.55778303719548,37.86359415799383,1105.4425,303.521605354437,27.705732573193604,0.192,4.9972,6220.4077,0.3662,1.8176,2.5043,4.322,5764.2261,0.4102,3.1971
33.98962379502192,44.80405216654807,1076.3696,313.70372897987176,26.98162680129362,0.196,5.9905,6267.5171,0.4019,1.6091,1.9822,4.6302,5756.3745,0.3434,3.2446
34.629594349714736,38.14715549124067,1078.1289,285.3343908700252,27.416700669530325,0.194,6.2987,6251.4214,0.5142,1.4705,2.2197,4.322,5751.2715,0.3022,2.9239
32.029748589421075,43.58334228842505,1073.749,299.37602893698534,27.363690054594716,0.1979,5.8943,6269.0874,0.3776,1.467,3.3072,2.8106,5731.6416,0.261,2.6781
34.90680926173231,41.58441553211871,1072.2347,315.5460262416461,27.077924796769466,0.196,5.9944,6229.8291,0.5079,1.279,2.6398,3.9746,5736.7451,0.3709,2.6404
34.91669526550919,41.152651951397786,1086.053,302.5390246839064,27.498113548094974,0.2018,5.5213,6190.5713,0.4569,1.2389,2.5809,3.6684,5697.4878,0.2853,2.2961
30.25727776601758,44.38099516299166,1069.2373,321.93138817949483,27.585674472528826,0.2058,6.6854,6178.7935,0.4742,0.8114,2.8066,3.6055,5741.8481,0.2771,2.0194
31.273225332549355,39.85981498148802,1065.2667,303.39481884478613,27.05882972699658,0.2058,5.1111,6242.3921,0.3717,1.0112,2.3552,4.0138,5755.5898,0.3183,2.0343
34.816239877270505,40.120834579435154,1054.3318,282.4539364825601,26.845752212602218,0.1901,5.6803,6201.1709,0.3701,0.9747,2.1471,4.8324,5675.895,0.3395,1.9114
32.94757108514891,41.27423216241897,1021.6046,330.6895468559623,26.92636417503058,0.2038,5.4173,6206.2744,0.3717,0.8047,1.8801,5.0699,5684.5317,0.2795,1.6013
31.880021947843055,38.397316470560405,1042.7059,315.5267798477022,27.087339990663498,0.196,6.0631,6204.7041,0.4015,0.9158,1.8252,4.903,5705.7314,0.389,1.5098
33.932487713447614,43.94505521827974,1036.1807,314.05145779739365,26.96351932296494,0.2018,6.4105,6163.8755,0.4593,0.716,1.9999,5.5508,5702.5908,0.2971,1.2527
34.71154293345525,38.85685459214159,1014.2014,323.89091033050335,26.905159724846754,0.2058,6.3772,6181.5415,0.3595,0.5884,1.9567,5.6509,5712.0127,0.3219,1.3367
30.78787883264839,42.112570215748676,1031.8719,309.0731293919037,27.189122506214098,0.2018,6.0337,6193.3193,0.3835,0.4436,2.2492,3.9059,5686.1021,0.2331,1.5871
29.424051202007934,45.27061006503776,974.2269,300.1366792886224,27.833276473551035,0.1979,5.6195,6181.1489,0.3752,0.4286,2.1726,5.0365,5740.2783,0.2292,1.4929
31.521299137020563,39.883321574375806,939.8661,286.9766113590079,27.696766191954023,0.192,5.1032,6171.7271,0.4636,0.4373,2.9401,3.5643,5739.1006,0.2339,1.8176
32.03504651971583,41.88663472663199,344.9465,325.5743483716162,27.82999946812081,0.194,6.3654,6199.6006,0.4098,0.6646,2.4258,4.1473,5752.8413,0.3387,2.1697
34.969953966317675,45.5204357073524,1076.4122,288.7633376609615,27.426345029097014,0.2058,6.3085,6152.8828,0.4341,1.171,2.4886,3.4642,5730.4639,0.314,2.4775
33.243238313942754,40.830803014296876,1021.1377,280.4322963236017,27.7107344154606,0.2018,6.0317,6105.3809,0.4098,0.4439,2.6103,4.1179,5783.8555,0.3293,2.6989
31.785781890327655,43.910888232429635,1038.5083,307.43537918373386,26.99282109282337,0.1999,6.4086,6076.3296,0.4628,0.4726,2.9911,3.739,5829.395,0.272,2.8874
34.90527757006485,41.69816416938448,316.0892,287.11238662356305,27.324315332533864,0.192,5.8197,6063.3745,0.4816,0.7089,3.0893,3.2228,5872.5791,0.2779,2.8674
32.56174222774527,45.26468528531052,722.1195,286.91491654515556,27.46870253037948,0.2038,6.6166,5967.1914,0.4679,0.3996,2.6889,3.0226,5892.9932,0.2111,2.8772
30.1995832395002,44.556994231810876,898.3101,305.8140772730462,27.716660727127746,0.1901,6.4675,5952.2734,0.4907,0.4043,2.5691,3.0873,5971.1172,0.2272,3.1343
31.53411573253368,45.543187828556974,877.2477,274.93972065226626,27.75617531894993,0.2018,6.2692,5918.9038,0.4361,0.4118,2.5534,3.8018,5966.7988,0.1868,3.2034
31.52405922394358,45.120033629246244,904.2508,310.1580155447006,27.734761371561564,0.2018,6.2712,5922.4365,0.4176,0.6167,2.4121,4.3495,6026.0791,0.1519,3.3644
31.48315464362851,37.918605394829605,877.4202,294.57080076869795,27.858709508316096,0.2018,6.1357,5825.8613,0.4891,0.4106,3.3013,2.8812,6062.9814,0.1574,3.4362
31.990298241544295,45.30049327248143,871.5322,295.614538296796,27.270116916297923,0.1999,6.6461,5891.0303,0.5142,0.581,2.9323,3.635,6079.0776,0.2261,3.598
34.526471273502125,39.47388575207541,345.7363,321.4817297599809,27.175526093614895,0.194,6.6736,5852.9497,0.5126,0.5409,2.6162,3.9805,6101.0625,0.1758,3.6608
34.97310368083312,39.83009791966124,728.9753,300.9431821363317,27.616184820646122,0.1999,6.9209,5769.7227,0.4934,0.6245,2.5004,4.3848,6123.0469,0.1872,3.8092
33.14524739771949,44.13475212980125,958.7797,322.96525409083597,27.023764141612894,0.192,6.8777,5781.4995,0.4118,0.3988,2.6319,3.8745,6207.8447,0.1872,3.8626
31.343113083355277,45.41156328066472,918.2136,291.899008780666,26.991297391644338,0.1999,6.4753,5808.9805,0.429,0.5759,2.6555,4.0099,6159.1646,0.2002,3.9293
31.432668462593686,39.608956329027386,915.1883,304.6545250534397,27.9360559150383,0.2058,7.1957,5781.1074,0.4632,0.5472,1.9881,6.0003,6168.979,0.3321,4.2116
33.03043658761724,45.0306951666973,881.832,320.31236659743314,27.875063065074606,0.1979,6.9543,5817.6172,0.4977,0.5401,3.1384,2.9166,6192.1416,0.2696,4.2084
31.091771330077254,39.332458693230365,268.3909,330.17058151692436,27.32951017807642,0.2038,6.7874,5797.5962,0.5091,0.7027,2.8341,3.6723,6188.2158,0.1291,4.3411
32.784499694345264,45.054854453207156,1032.4528,310.39597503916343,27.717453880281898,0.192,6.8797,5820.3647,0.4589,0.7568,3.1521,2.9853,6125.7944,0.2704,4.4188
32.396643333004945,43.34144265070399,1030.573,286.2979126741044,27.252208426453116,0.1999,6.6481,5817.2246,0.4125,1.2185,1.9959,5.3839,6092.8179,0.2539,4.5009
31.171748307319305,38.952885866418505,267.7741,312.6430530123596,27.611201451480905,0.194,6.9857,5839.9946,0.3635,1.1588,2.4867,4.322,6119.1211,0.2912,4.6677
30.223938616322748,42.57559379855614,279.9117,307.57257764540225,27.331067108974803,0.192,7.2546,5841.1724,0.462,1.5683,2.8223,3.8745,6093.9956,0.4012,4.6089
32.95128202848101,41.03272984719203,905.8096,316.42323916502994,27.755002480650692,0.1979,6.9876,5856.4829,0.5087,2.7158,2.7634,3.3621,6081.4331,0.3427,4.9598
34.07432936431329,39.383948938710844,880.4088,330.12118559802894,27.672077429586185,0.2018,7.1957,5896.9189,0.5539,3.1272,2.893,3.7351,6074.3662,0.3694,5.2193
29.341128313106765,44.12944139737898,859.6306,316.95043765042067,27.91472666190334,0.1999,6.9523,5897.7046,0.6603,3.6702,2.8341,3.9098,6092.0327,0.3662,5.3312
31.255420935149388,42.87840448882952,856.7518,282.29426281228433,27.779671724540318,0.194,6.6363,5943.6367,0.5782,3.9124,3.1227,3.7744,6088.1074,0.2669,5.4038
30.09398945820253,38.34064083497111,827.0029,310.28204071456923,27.13831070161839,0.2018,7.5392,5928.7183,0.5464,3.7679,2.9224,3.9412,6156.416,0.3061,5.3909
31.32851898759983,42.06414335227558,278.0405,326.8769448058054,27.414562089602043,0.2018,7.5687,5963.2661,0.4243,3.5277,3.0069,3.4308,6100.2769,0.3403,5.1695
34.53881539900274,45.565823694589454,905.0136,298.5819867577862,27.605148030577407,0.196,6.336,5947.5625,0.3992,3.3655,2.098,5.5842,6128.543,0.2406,4.95
32.21206410526815,42.96071830253168,935.6281,305.04395773136906,27.658775366997126,0.194,7.4234,5986.4277,0.484,3.2713,2.6712,4.3181,6094.7808,0.1931,4.8727
29.79173622980444,41.763128074920786,950.5316,316.08667646818685,27.890820424246108,0.192,7.4921,5969.1543,0.5759,3.1053,2.4141,4.2827,6118.3359,0.3203,4.6795
33.251721284064985,39.1622316305923,918.3939,312.463873500625,27.444306676545082,0.2058,7.5706,6000.9531,0.3937,3.088,2.5495,4.6302,6089.6772,0.2551,4.4746
30.233586517737795,43.725858873822496,675.1345,309.10683534618994,27.022020556962673,0.2058,7.6079,6008.4126,0.5174,2.7174,2.5358,4.1512,6051.2041,0.2308,4.4875
32.18559247059946,42.08034625746908,314.4465,283.63603394820626,26.903687355093382,0.2038,7.606,5977.791,0.4341,2.5788,2.9833,3.5309,6133.6465,0.2033,4.2701
30.545476533434226,37.96255360296467,1074.3048,333.7061584534032,27.094229200963813,0.192,8.1418,6013.5161,0.453,2.3715,1.7957,6.8169,6071.2256,0.259,4.3772
32.54384165327207,41.95842147191083,1070.6957,283.4327073273833,27.935745940116714,0.2058,7.6433,5999.3833,0.4326,1.8788,2.7301,4.0433,6074.3662,0.3949,4.3203
31.402154604451464,43.74007697631606,308.7148,329.0645643524754,26.944478342850996,0.2058,7.6413,6004.4868,0.449,1.8777,1.6937,6.4047,6050.8115,0.3839,3.9281
33.73047606001539,40.58511970443105,304.0931,329.13397917857003,27.387312784283143,0.1999,7.7748,6035.501,0.4699,1.6264,2.8596,3.633,6091.2476,0.272,4.1193
34.79783084281414,44.87224151048798,931.2262,322.1620914327653,27.005092526210785,0.196,8.0103,6004.0942,0.5099,1.5455,2.785,3.8058,6080.6479,0.2214,3.9132
32.019393219124375,44.75652619195446,928.8303,312.1976977487954,26.981708281517484,0.1901,7.7316,5991.1387,0.471,1.3602,2.1039,5.8256,6125.7944,0.2312,3.7483
33.86620460045904,38.43774487006207,910.6995,294.36908573495947,26.94817454357103,0.1901,8.0044,5980.9316,0.44,1.3296,1.888,6.3732,6110.4844,0.3474,3.448
34.90512150943992,37.8710605170041,910.5615,292.90087843308515,27.613912135577056,0.192,7.9024,5998.2056,0.4216,1.2122,3.2954,3.5663,6125.4023,0.2402,3.2674
30.090282345565484,38.58805190936256,914.405,277.38218796726886,27.58357893509671,0.196,7.9043,6006.0571,0.4852,0.9598,2.8557,3.5309,6133.2544,0.2268,3.1053
33.87176184827138,43.344553890282235,847.8536,328.0290396858785,26.85232620014384,0.192,7.9377,6009.9829,0.4255,1.1408,2.6378,4.1453,6069.6553,0.3796,2.8654
31.367166561725753,39.02042292908091,787.3057,294.38127510118466,27.12444949048616,0.2018,7.7414,5993.8872,0.398,0.8978,1.4287,6.5813,6047.6709,0.1982,2.5482
31.824169902524183,44.6985373692107,752.6853,327.127310056473,27.178101945714573,0.2018,8.3578,5991.5312,0.3666,0.5268,1.8958,6.5126,6064.5513,0.2217,2.3056
34.765540763723365,41.368032878119685,796.2071,323.3630105500356,27.93547531072333,0.1979,8.0771,5950.311,0.4805,0.4408,2.0156,6.0611,6019.0122,0.2955,2.3452
33.44055937094765,38.043586718158544,856.33,334.0975415494971,27.560258598983822,0.194,8.0103,5973.4727,0.4404,0.7423,1.941,6.4439,6012.3384,0.1684,2.3181
33.26704979580366,45.03646566541215,873.2421,280.3301311524334,27.80074122465609,0.194,7.5981,6013.1235,0.4255,0.7027,3.2188,3.3975,5960.5176,0.2288,1.9138
34.32035573078945,44.95945409424564,889.025,312.9124541550832,27.88536461537982,0.194,8.079,5991.9238,0.3854,0.7345,2.8125,3.741,6012.731,0.199,2.0547
29.255653992943962,40.09191789971335,915.2226,328.5580083572025,27.73551135425464,0.196,7.6688,6040.2119,0.4326,0.7741,2.6025,3.9785,5958.9478,0.2583,2.0064
34.82589290328534,43.06640500795763,941.6535,323.1433008675335,27.91277404374027,0.196,7.6334,6005.2725,0.4169,0.7568,2.5554,4.9364,5935.3926,0.3815,1.8623
34.66135319150009,40.41110867930553,944.035,331.0850056894067,27.55645648012725,0.1901,7.7296,5998.5981,0.4129,0.9468,2.5946,4.5948,5929.896,0.3403,1.8777
31.13467244916376,39.63798484514699,949.4361,323.5111500681967,27.3441863361702,0.192,7.5255,6047.6709,0.4169,0.9971,2.2315,5.6902,5900.0596,0.2775,1.889
33.75880516359415,40.81611295995612,959.5369,294.4897389468975,27.903100342557185,0.196,7.9082,6045.3154,0.5715,1.0894,2.6751,4.5301,5926.7559,0.2645,1.9299
30.0530953500682,38.920029859814015,969.3578,312.6504496674013,27.790146712983084,0.192,7.0819,6076.3296,0.4757,1.2684,1.9371,6.4066,5882.001,0.195,1.4541
34.64456546544451,41.02503038485221,1001.8927,296.26859705139964,27.370273251773167,0.196,8.1144,6075.5439,0.44,1.3222,3.2483,3.4622,5851.3794,0.2355,1.6111
33.63128882506783,43.01357540868556,1012.9019,297.5259948182255,27.52515220926436,0.1999,7.8415,6057.8779,0.3482,1.328,2.6908,4.32,5896.5264,0.219,1.9978
32.51009785478557,37.48125110378548,1030.4794,290.19364957008685,26.8576,0.2058,7.4371,6080.2554,0.4153,1.162,2.9067,3.9451,5846.2759,0.3383,1.8451
30.69626172523032,43.11951187917769,1026.5958,315.2040914745564,26.8633,0.196,7.5628,6130.5059,0.3646,1.098,2.3395,5.2053,5823.5063,0.2555,2.1081
33.17366681821665,40.386529993316465,1073.2136,329.07831915202524,26.8737,0.192,8.0044,6143.4609,0.4082,0.9755,2.789,4.112,5841.1724,0.2147,1.8851
31.47967611447392,38.862784981566016,1064.2556,303.6042096950745,26.8908,0.1979,8.1811,6095.1733,0.6818,1.0116,2.471,5.0012,5829.0024,0.283,1.7387
32.575328678659076,38.719715032023075,1961.8295,285.4076626742842,26.8324,0.192,7.7669,6168.979,0.3544,0.9523,2.0254,5.5861,5810.9434,0.1413,1.6845
34.32380798166444,38.44998465450503,2676.9243,325.6652575739111,26.829,0.2018,7.9828,6149.3496,0.5193,0.9574,2.3768,4.6616,5750.4849,0.208,1.7736
30.957058418176405,40.64080458637619,2480.3884,324.7567546434339,26.9729,0.194,7.1211,6194.8896,0.3776,0.8141,2.0529,5.9964,5792.0996,0.3234,1.5338
33.42765436756259,40.560774843616194,1299.8008,321.06256537520443,27.0777,0.194,8.3499,6149.7422,0.3478,1.0976,2.1098,6.2692,5782.6777,0.2323,1.4788
31.061820692485863,38.894161599877485,1149.9926,290.2379310324888,27.2046,0.196,7.975,6194.4976,0.4628,0.8986,2.5122,5.0758,5774.8262,0.2657,1.3964
32.8180077425487,43.781487923361524,1106.4045,329.18372676608607,27.2294,0.196,7.7708,6202.3486,0.4377,0.8408,3.0598,3.9392,5799.166,0.197,0.97
33.99181670328491,42.91131308735212,1177.2679,328.1510382254086,27.2252,0.196,9.5512,6198.4229,0.3215,0.9256,2.0509,5.7196,5806.625,0.294,1.1058
32.42929879948297,40.21414811731274,1695.2709,314.8772127856046,27.2852,0.1999,8.3224,6235.3252,0.3611,0.7215,3.0952,3.1541,5757.9448,0.3694,0.8695
29.88838320292335,39.17822520924295,2841.3096,299.8347596072152,27.4068,0.2038,7.9141,6227.8662,0.3701,0.6897,2.1059,6.1357,5738.3154,0.2013,0.844
32.280764515079504,37.480196138836945,2441.4961,293.00660511338083,27.3036,0.194,7.8022,6242.7847,0.3187,0.8428,2.6908,4.5576,5740.2783,0.2327,0.8
29.128396038182395,43.26892575519041,2224.9004,292.27921345649423,27.2257,0.1979,8.66,6256.9175,0.4039,0.5492,2.5338,4.9325,5748.1299,0.2139,0.8459
31.75678641393309,40.72087815767263,1198.6271,306.1952371943047,27.2299,0.192,8.2459,6273.0142,0.4816,0.7423,2.4278,5.4153,5744.5967,0.2622,1.1408
29.293819248322134,41.01754557031896,1481.9141,291.4022997692539,27.3097,0.196,8.4539,6292.6426,0.3709,0.7144,1.8507,7.1565,5702.5908,0.3325,1.0364
29.945003868031336,44.38802240182456,1656.4626,326.2812407571147,27.4104,0.2038,8.0142,6288.3242,0.4534,1.0344,2.9558,3.9059,5723.0049,0.3116,1.1211
32.228334935976676,42.594348164085446,1541.5986,302.50683646910505,27.4771,0.194,7.973,6226.6885,0.3776,1.0524,2.1883,5.8923,5655.0879,0.2363,1.0709
31.960048033621582,44.451655390260385,1330.671,291.89137746180364,27.475,0.1979,7.3626,6321.3008,0.409,1.394,2.3866,5.7216,5687.2798,0.248,1.0854
33.01402867647032,40.33539618419786,1333.983,317.4084484372838,27.4444,0.192,8.2792,6348.3892,0.4212,1.6468,2.9185,4.6989,5674.7173,0.2901,1.0069
32.8626770560731,39.92037625064268,1574.4928,303.0044583340637,27.4486,0.2058,8.2223,6327.9756,0.3878,1.4741,2.3807,4.7283,5687.2798,0.3073,1.1215
34.539812088710065,44.93041995577613,1614.8428,316.20405827992533,27.4828,0.1901,8.2439,6347.604,0.3662,1.3606,1.939,6.8188,5676.2876,0.3022,1.3155
30.21485020969181,37.535192538239144,2411.4446,277.9214181530273,27.4613,0.192,10.7407,6376.2627,0.4518,1.3689,2.1549,5.8923,5692.3838,0.3611,1.3178
29.549831716963578,43.014791466399004,1929.3505,308.8386726808536,27.3999,0.1979,8.2832,6371.1592,0.4966,1.4639,3.2758,3.8764,5618.5781,0.3725,0.9998
30.37573735667069,40.98363650154657,1993.0665,300.2237606854778,27.3442,0.194,7.7689,6322.4785,0.493,1.1722,2.4553,5.2426,5672.3618,0.3077,1.2456
29.508132882524563,37.79853972885788,2150.8843,329.1570197124464,27.3853,0.1901,7.39,6394.3213,0.4573,1.2852,2.8047,4.4869,5630.748,0.2496,1.2786
33.639127159079855,37.54030475304652,1231.9513,317.0973298371051,27.4437,0.2038,8.2223,6368.8042,0.3662,1.1722,2.2766,5.5861,5576.1782,0.3034,1.1427
33.382414069778925,43.97355584251954,1114.1824,321.59401635780273,27.4982,0.1979,8.2871,6392.751,0.3941,1.2224,2.3689,5.1445,5588.7417,0.2665,1.1718
34.709208168290125,44.98236499712827,1213.3524,300.77632802424785,27.4983,0.2018,7.7748,6421.8022,0.4012,1.1243,2.7281,4.0433,5533.7803,0.4365,1.2597
31.38860503632386,45.20073995550852,1401.1279,319.90901219789674,27.5097,0.2038,8.2891,6347.2114,0.4333,1.1745,2.1922,5.2112,5521.2168,0.3544,1.0752
29.7991103484745,40.74993666479417,1324.9956,318.56697600793296,27.5287,0.194,8.3146,6341.7153,0.3595,1.0152,2.944,4.2494,5578.9268,0.303,1.0418
33.22869108361996,39.98307853791886,1176.902,319.5399747723684,27.5216,0.2018,8.5285,6386.4697,0.3745,1.0874,2.2688,6.1338,5586.3862,0.2908,0.8145
32.904393331330176,42.312300225375495,1819.9691,321.7464245551714,27.4606,0.2058,8.4637,6390.396,0.3886,0.6414,2.7183,4.4182,5542.417,0.3156,0.7981
29.22389118353446,40.62905388710762,687.6616,319.1082975248344,27.4277,0.2038,7.3999,6425.3354,0.4094,0.8157,2.63,4.9678,5541.2393,0.3379,0.6995
33.237461072814455,42.44849214943169,682.6,328.7762047794816,27.5382,0.192,8.5855,6444.1792,0.4102,0.581,1.9763,6.7168,5498.8398,0.2017,0.811
31.294012854483555,41.60868652304697,536.8731,288.5929372564972,27.6375,0.1901,8.3479,6418.269,0.4388,0.6422,2.1491,5.859,5479.6035,0.2414,0.8185
29.24174866853935,42.04978714936811,468.1476,282.1866651526483,27.6604,0.2018,7.125,6448.4976,0.3085,0.703,2.7438,4.8029,5503.1582,0.186,1.0415
34.09679283427166,41.095585564950134,531.695,277.6672509751349,27.6782,0.2038,8.6345,6448.1055,0.4267,0.5221,2.5259,4.6302,5469.0039,0.4875,1.096
30.242267349166966,42.599394914813146,694.9287,294.2684605779537,27.6852,0.194,8.7582,6450.0684,0.3843,0.4907,3.0677,3.9412,5504.729,0.4015,1.2707
34.61648137147499,40.47916323932377,609.5729,300.58633817756913,27.6751,0.192,8.3146,6444.9648,0.4534,0.3379,3.0461,3.9726,5463.5078,0.2316,1.2193
29.51378124129196,37.717630464512766,481.2674,300.9509641599208,27.6467,0.194,8.5913,6485.4004,0.4557,0.5268,2.1353,6.3732,5478.0332,0.323,1.2169
29.544246149025877,40.81512318126506,541.2518,281.6926038866503,27.6186,0.2018,8.3911,6487.7559,0.3768,0.5405,3.2915,3.9412,5441.916,0.376,1.0685
30.128442434471353,44.55303838170295,950.7828,293.77674767268405,27.5847,0.2018,7.708,6466.9492,0.4954,0.7403,2.8204,4.6302,5443.4863,0.3882,0.9594
33.62510951910469,37.9575117497443,994.1149,282.48068650331334,27.5225,0.194,7.973,6517.5923,0.4443,0.5601,1.9469,5.6529,5402.6572,0.3584,1.2099
33.92678073282625,37.9800675161007,900.5912,294.3812354862432,27.4819,0.2038,8.291,6545.8584,0.4098,0.9837,2.6496,4.6263,5425.0347,0.482,0.9048
29.237630075749575,38.846786201853206,767.2313,291.50412494441315,27.4708,0.2038,8.4618,6536.8291,0.4801,0.9512,1.8212,5.9591,5416.0049,0.4019,1.1137
33.69974724265521,44.97802194244381,883.321,320.2262568503348,27.465,0.2058,7.6747,6500.7114,0.4176,1.2287,3.107,4.0433,5362.2217,0.4004,1.1569
34.366230395270804,41.002544225582135,1019.1774,306.7408316862767,27.465,0.1979,6.8856,6546.6436,0.4066,0.9559,2.3453,5.6175,5372.0361,0.2849,1.2044
32.12160252515689,44.47104465923266,837.5389,300.34764161006007,27.4642,0.1901,7.3567,6496.0005,0.4286,0.8514,2.6025,4.3534,5391.665,0.3768,1.447
31.214275527877753,39.963663307474974,732.5012,278.5230239053073,27.4573,0.1979,8.6267,6507.7773,0.3819,1.1804,2.4945,5.0071,5378.71,0.274,1.4662
31.748401602696266,38.238229736655384,658.5153,330.73205592945465,27.449,0.1999,8.7287,6495.6079,0.5036,0.3921,1.6956,7.6413,5348.0884,0.2347,1.2299
34.17355348793226,43.45426213243659,712.5876,297.07754848863055,27.4423,0.192,8.3499,6548.2139,0.484,0.588,2.4592,4.9325,5338.2734,0.1868,1.3033
30.94748351773338,43.18756445499516,966.6219,331.35907727955913,27.4388,0.1999,8.1144,6501.8892,0.3003,0.5044,1.835,6.8856,5340.6294,0.2622,0.9826
33.44217347202725,40.80244717149161,966.7829,313.8087569399596,27.4473,0.194,8.1791,6555.2803,0.3407,0.5605,2.9597,4.5909,5366.1479,0.2084,0.8326
31.735351632604242,43.200564441786625,821.2529,334.86308225874876,27.4493,0.1979,8.1497,6511.311,0.3493,0.5562,2.7046,5.0051,5330.4219,0.2155,0.8597
30.38989752864002,40.593882315160215,734.9263,323.2668298396896,27.4391,0.192,8.2478,6516.4141,0.3941,0.3615,1.8801,6.7815,5353.9771,0.3564,0.9512
31.730302562633575,39.562226050887446,722.6581,293.78478650986284,27.4382,0.1999,8.8661,6494.4302,0.3211,0.4086,2.8871,4.6243,5327.6733,0.1727,0.7034
32.87743469091979,38.020723433974425,830.5773,278.1695897547004,27.4404,0.2038,8.187,6490.897,0.506,0.4793,2.6653,4.8971,5362.2217,0.2194,1.054
33.12842653489336,37.42144108340715,905.8945,314.78705232643074,27.4337,0.196,8.5894,6463.8086,0.4169,0.3823,2.0823,5.7903,5398.3389,0.2677,1.215
34.26575523234993,37.66590511829148,796.7016,290.81379106867803,27.4414,0.1999,8.3224,6469.3047,0.4879,0.484,2.8694,4.5576,5398.7314,0.2583,1.3983
29.579871490644422,38.4106482781479,1330.1708,290.6322316441997,27.4526,0.2058,8.2576,6546.251,0.4506,0.6422,2.4415,5.5135,5442.7012,0.369,1.4815
31.139931032511612,41.668242501571164,1098.8483,301.4919502910605,27.4306,0.192,7.7002,6492.4673,0.4,0.5782,2.3414,5.6862,5482.3516,0.2673,1.4172
32.97909112809247,45.17524838746512,1332.8967,284.5421075621842,27.4214,0.1979,7.6707,6525.0518,0.4718,0.5923,2.8518,4.7951,5461.5449,0.3073,1.4458
32.59708277011926,40.892944987960455,1318.1068,314.177780366298,27.4241,0.192,7.7335,6534.0811,0.3639,0.7294,2.7615,5.0699,5486.2773,0.2571,1.2593
33.02124143732423,44.91759152923472,2243.053,280.2380070382344,27.4178,0.194,7.5981,6526.2295,0.462,0.7164,2.8537,4.1787,5479.2114,0.3976,1.0941
31.336052354530192,41.81184907187918,2197.8562,329.94266729183045,27.3928,0.2018,7.9789,6515.2373,0.3803,1.0218,2.9696,4.1159,5490.5957,0.4055,1.0415
33.5089043144741,41.112914086249454,2195.5288,283.0532712364562,27.3803,0.194,8.079,6474.4077,0.4805,0.8989,2.4631,5.1386,5562.8311,0.3356,0.9013
30.24171689244693,40.878868077266915,1370.9082,282.4436024507467,27.3844,0.2058,8.2243,6480.6895,0.4573,0.8408,3.1305,4.2533,5461.938,0.2967,1.204
29.72581423874648,41.80795405619935,1255.7106,304.7259486448389,27.4113,0.2018,7.3645,6511.311,0.5366,0.9272,3.0598,4.4535,5486.2773,0.2579,1.0167
29.609061851689333,40.67580265792333,1189.5189,288.00527203824043,27.4222,0.2038,7.9161,6481.4746,0.4557,1.0206,2.9578,4.2533,5482.7441,0.4227,1.2295
30.458194564628176,40.24525506806057,1168.3706,305.49611543016067,27.4194,0.1901,8.5874,6459.0977,0.5017,0.8216,3.0697,4.4574,5480.7812,0.4165,1.0937
31.003439738186174,41.83285346954143,1330.514,312.8918722147522,27.4267,0.1901,8.0751,6497.5708,0.3949,0.8353,2.52,4.5615,5500.4102,0.3089,1.2817
34.47621894420776,42.043289579955655,1386.6948,305.9027841488895,27.4392,0.1979,7.9082,6438.6841,0.4365,1.0426,2.3061,5.8943,5511.4033,0.2594,1.1537
32.10792280997756,41.72034074525987,1300.1309,312.1082776899836,27.4423,0.2038,8.5305,6435.9351,0.5613,0.6359,2.5907,5.5488,5519.2544,0.2465,0.9233
29.79421584403772,44.07394722946516,1219.1068,295.33483427558457,27.4404,0.1979,8.3538,6420.2319,0.4549,0.5971,2.3512,5.6568,5507.8696,0.1715,1.0273
31.726040496322405,43.32638001604204,1294.7659,310.0500775250357,27.4396,0.2038,8.4284,6366.4482,0.2885,0.3992,2.9166,3.9746,5520.04,0.2606,0.6465
34.18650616852801,42.372087103827084,2421.9131,317.6623684662173,27.4394,0.1979,8.0829,6360.5596,0.4867,0.5806,1.8036,7.6354,5579.3198,0.4785,0.6548
30.85158546504699,39.875901072187354,2392.8027,290.3440237790317,27.4417,0.1999,8.4559,6364.4858,0.4875,0.2736,2.9224,4.6989,5609.5488,0.2861,0.5405
33.400842177465044,40.16872486240449,2192.2485,331.41336136147646,27.4533,0.2018,8.3911,6443.3945,0.4145,0.3533,2.1765,5.6902,5646.0581,0.3434,0.6508
29.632090864259652,39.86846589248832,1250.4891,293.291506278055,27.4709,0.2018,7.7414,6382.5439,0.3921,0.2614,2.8871,4.3887,5636.2446,0.3081,0.5747
30.35654078604289,41.25512659863386,1353.3168,332.12078182681887,27.4836,0.192,8.1438,6362.5225,0.3603,0.2351,2.257,5.8236,5657.0508,0.2995,0.6681
30.192181326141068,39.4521978396843,1368.7036,307.6292426405592,27.5003,0.194,8.0044,6360.1675,0.354,0.2696,3.1816,4.1453,5673.9316,0.2967,0.5967
31.811648011554983,42.547874025218555,1309.4983,319.57507473777724,27.5116,0.192,7.975,6331.5083,0.5232,0.3819,2.7399,5.486,5654.6948,0.2221,0.7831
29.406252442141735,40.860263140304056,1285.3273,316.5579546736799,27.5163,0.192,8.1438,6386.0776,0.3964,0.354,3.4681,3.9432,5696.7021,0.3678,0.6194
